,lr,elapse,train_losses,train_loss_joints,train_loss_root,len(dataset),path_err_mean,joint_err_mean
42,0.0002,1175.860228061676,0.21904775500297546,0.08103162050247192,0.13801608979701996,34420,,
43,0.00019285714285714284,1174.6681430339813,0.2185925841331482,0.08098945766687393,0.13760323822498322,13162,110.44247482725982,67.40234414506983
44,0.00018571428571428572,1175.7529089450836,0.2176656574010849,0.08092339336872101,0.13674214482307434,34420,,
45,0.00017857142857142854,1172.5577042102814,0.21740473806858063,0.08083439618349075,0.13657048344612122,34420,,
46,0.00017142857142857143,1171.0776970386505,0.21725431084632874,0.08072969317436218,0.13652464747428894,34420,,
47,0.0001642857142857143,1177.0282454490662,0.2161916345357895,0.0806989073753357,0.13549275696277618,13162,110.03500334971709,67.24772359054468
48,0.00015714285714285713,1179.1665456295013,0.21595042943954468,0.08060058951377869,0.13534995913505554,34420,,
49,0.00015000000000000001,1180.6068711280823,0.2155926525592804,0.08047369867563248,0.13511896133422852,13162,109.39864558679339,67.24684330761714
50,0.00014285714285714284,1178.1485209465027,0.21537642180919647,0.08046557009220123,0.1349109560251236,34420,,
51,0.00013571428571428572,1179.6241357326508,0.2152763158082962,0.08034449070692062,0.13493181765079498,13162,109.33574392110033,67.1594703555234
52,0.00012857142857142855,1173.6559944152832,0.2139246016740799,0.08021431416273117,0.13371044397354126,34420,,
53,0.00012142857142857144,1171.3799850940704,0.21378208696842194,0.08020886778831482,0.1335730403661728,13162,109.76800402116652,66.97369494930967
54,0.00011428571428571427,1176.400548696518,0.2129676192998886,0.08012345433235168,0.1328442245721817,34420,,
55,0.00010714285714285715,1174.530297279358,0.21283666789531708,0.08004456758499146,0.13279204070568085,13162,112.5452998216503,67.46660618673313
56,9.999999999999998e-05,1179.3622953891754,0.2125389128923416,0.07995238155126572,0.13258664309978485,34420,,
57,9.285714285714286e-05,1175.335571527481,0.2121388018131256,0.07992017269134521,0.132218599319458,13162,110.18334715959556,67.68463899665483
58,8.571428571428569e-05,1182.4557855129242,0.21144147217273712,0.0798029825091362,0.1316385418176651,34420,,
59,7.857142857142857e-05,1177.7197632789612,0.2107410430908203,0.07973741739988327,0.13100366294384003,13162,108.74985955606327,66.69250277980376
60,7.142857142857145e-05,1170.2020027637482,0.21061989665031433,0.07969123870134354,0.13092854619026184,34420,,
61,6.428571428571427e-05,1170.9818000793457,0.20974670350551605,0.07957003265619278,0.13017672300338745,13162,110.43449216500622,67.20158349624693
62,5.714285714285716e-05,1172.0704386234283,0.20960795879364014,0.07947911322116852,0.13012874126434326,34420,,
63,4.999999999999999e-05,1177.9578850269318,0.2088228315114975,0.07950732111930847,0.1293155401945114,13162,110.03194626347147,67.30791358535612
64,4.285714285714287e-05,1169.5835087299347,0.2083776593208313,0.07942773401737213,0.12894988059997559,34420,,
65,3.57142857142857e-05,1173.1256256103516,0.20856890082359314,0.07937362790107727,0.12919498980045319,13162,109.96380487343424,67.37554103345508
66,2.857142857142858e-05,1173.9841904640198,0.20810219645500183,0.07925822585821152,0.12884393334388733,34420,,
67,2.1428571428571408e-05,1170.6536684036255,0.2076587826013565,0.07921954989433289,0.1284390389919281,13162,109.08637637574759,66.98003022337853
68,1.428571428571429e-05,1173.6769626140594,0.2074330747127533,0.07918326556682587,0.1282499134540558,34420,,
69,7.142857142857117e-06,1171.509234905243,0.2071775645017624,0.07910523563623428,0.12807250022888184,13162,109.51673407416662,66.85289556660689
